alpha,attack_eps,coverage,coverage_certav_abstained,coverage_certified_at_radius,coverage_fake,coverage_real,coverage_uncertified_at_radius,key,mean_set_size,n,n_calibration,qhat,radius,score_type,singleton_rate,source,variant
0.2,0.5,0.9527272727272728,1.0,0.9527272727272728,1.0,0.48,,alpha_0.200__r_0.00__score_raw,1.2327272727272727,825,825,0.028000000000000025,0.0,raw,0.7672727272727272,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_0.50
0.05,0.5,1.0,1.0,1.0,1.0,1.0,1.0,alpha_0.050__r_0.25__score_raw,2.0,825,825,0.5,0.25,raw,0.0,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_0.50
0.1,0.5,0.9103030303030303,1.0,0.9066834804539723,0.988,0.13333333333333333,1.0,alpha_0.100__r_0.25__score_raw,1.052121212121212,825,825,0.33304338689749724,0.25,raw,0.9478787878787879,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_0.50
0.2,0.5,0.9527272727272728,1.0,0.9508196721311475,1.0,0.48,1.0,alpha_0.200__r_0.25__score_raw,1.2327272727272727,825,825,0.048021633141175024,0.25,raw,0.7672727272727272,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_0.50
0.05,0.5,1.0,1.0,1.0,1.0,1.0,1.0,alpha_0.050__r_0.50__score_raw,2.0,825,825,0.5,0.5,raw,0.0,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_0.50
0.1,0.5,1.0,1.0,1.0,1.0,1.0,1.0,alpha_0.100__r_0.50__score_raw,2.0,825,825,0.5,0.5,raw,0.0,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_0.50
0.2,0.5,0.9527272727272728,1.0,0.9499358151476252,1.0,0.48,1.0,alpha_0.200__r_0.50__score_raw,1.2327272727272727,825,825,0.048021633141175024,0.5,raw,0.7672727272727272,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_0.50
0.05,0.5,1.0,1.0,1.0,1.0,1.0,1.0,alpha_0.050__r_1.00__score_raw,2.0,825,825,0.5,1.0,raw,0.0,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_0.50
0.1,0.5,1.0,1.0,1.0,1.0,1.0,1.0,alpha_0.100__r_1.00__score_raw,2.0,825,825,0.5,1.0,raw,0.0,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_0.50
0.2,0.5,0.9527272727272728,1.0,0.9467213114754098,1.0,0.48,1.0,alpha_0.200__r_1.00__score_raw,1.2327272727272727,825,825,0.048021633141175024,1.0,raw,0.7672727272727272,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_0.50
0.05,0.5,0.9296969696969697,1.0,0.9296969696969697,0.9946666666666667,0.28,,alpha_0.050__r_0.00__score_cp,1.1066666666666667,825,825,0.8954740484283712,0.0,cp,0.8933333333333333,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_0.50
0.1,0.5,0.9103030303030303,1.0,0.9103030303030303,0.988,0.13333333333333333,,alpha_0.100__r_0.00__score_cp,1.052121212121212,825,825,0.33304338689749724,0.0,cp,0.9478787878787879,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_0.50
0.2,0.5,0.9527272727272728,1.0,0.9527272727272728,1.0,0.48,,alpha_0.200__r_0.00__score_cp,1.2327272727272727,825,825,0.048021633141175024,0.0,cp,0.7672727272727272,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_0.50
0.05,0.5,1.0,1.0,1.0,1.0,1.0,1.0,alpha_0.050__r_0.25__score_cp,2.0,825,825,0.5,0.25,cp,0.0,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_0.50
0.1,0.5,0.9103030303030303,1.0,0.9066834804539723,0.988,0.13333333333333333,1.0,alpha_0.100__r_0.25__score_cp,1.052121212121212,825,825,0.33304338689749724,0.25,cp,0.9478787878787879,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_0.50
0.2,0.5,0.9527272727272728,1.0,0.9508196721311475,1.0,0.48,1.0,alpha_0.200__r_0.25__score_cp,1.2327272727272727,825,825,0.048021633141175024,0.25,cp,0.7672727272727272,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_0.50
0.05,0.5,1.0,1.0,1.0,1.0,1.0,1.0,alpha_0.050__r_0.50__score_cp,2.0,825,825,0.5,0.5,cp,0.0,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_0.50
0.1,0.5,1.0,1.0,1.0,1.0,1.0,1.0,alpha_0.100__r_0.50__score_cp,2.0,825,825,0.5,0.5,cp,0.0,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_0.50
0.2,0.5,0.9527272727272728,1.0,0.9499358151476252,1.0,0.48,1.0,alpha_0.200__r_0.50__score_cp,1.2327272727272727,825,825,0.048021633141175024,0.5,cp,0.7672727272727272,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_0.50
0.05,0.5,1.0,1.0,1.0,1.0,1.0,1.0,alpha_0.050__r_1.00__score_cp,2.0,825,825,0.5,1.0,cp,0.0,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_0.50
0.1,0.5,1.0,1.0,1.0,1.0,1.0,1.0,alpha_0.100__r_1.00__score_cp,2.0,825,825,0.5,1.0,cp,0.0,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_0.50
0.2,0.5,0.9527272727272728,1.0,0.9467213114754098,1.0,0.48,1.0,alpha_0.200__r_1.00__score_cp,1.2327272727272727,825,825,0.048021633141175024,1.0,cp,0.7672727272727272,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_0.50
0.05,0.5,0.9296969696969697,1.0,0.9296969696969697,0.9946666666666667,0.28,,alpha_0.050__r_0.00__score_log,1.1066666666666667,825,825,1.995100393246085,0.0,log,0.8933333333333333,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_0.50
0.1,0.5,0.9103030303030303,1.0,0.9103030303030303,0.988,0.13333333333333333,,alpha_0.100__r_0.00__score_log,1.052121212121212,825,825,0.33827385856784115,0.0,log,0.9478787878787879,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_0.50
0.2,0.5,0.9527272727272728,1.0,0.9527272727272728,1.0,0.48,,alpha_0.200__r_0.00__score_log,1.2327272727272727,825,825,0.028399474521698,0.0,log,0.7672727272727272,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_0.50
0.05,0.5,1.0,1.0,1.0,1.0,1.0,1.0,alpha_0.050__r_0.25__score_log,2.0,825,825,0.6931471805599453,0.25,log,0.0,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_0.50
0.1,0.5,0.9103030303030303,1.0,0.9066834804539723,0.988,0.13333333333333333,1.0,alpha_0.100__r_0.25__score_log,1.052121212121212,825,825,0.40503028300454935,0.25,log,0.9478787878787879,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_0.50
0.2,0.5,0.9527272727272728,1.0,0.9508196721311475,1.0,0.48,1.0,alpha_0.200__r_0.25__score_log,1.2327272727272727,825,825,0.04921296833675208,0.25,log,0.7672727272727272,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_0.50
0.05,0.5,1.0,1.0,1.0,1.0,1.0,1.0,alpha_0.050__r_0.50__score_log,2.0,825,825,0.6931471805599453,0.5,log,0.0,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_0.50
0.1,0.5,1.0,1.0,1.0,1.0,1.0,1.0,alpha_0.100__r_0.50__score_log,2.0,825,825,0.6931471805599453,0.5,log,0.0,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_0.50
0.2,0.5,0.9527272727272728,1.0,0.9499358151476252,1.0,0.48,1.0,alpha_0.200__r_0.50__score_log,1.2327272727272727,825,825,0.04921296833675208,0.5,log,0.7672727272727272,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_0.50
0.05,0.5,1.0,1.0,1.0,1.0,1.0,1.0,alpha_0.050__r_1.00__score_log,2.0,825,825,0.6931471805599453,1.0,log,0.0,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_0.50
0.1,0.5,1.0,1.0,1.0,1.0,1.0,1.0,alpha_0.100__r_1.00__score_log,2.0,825,825,0.6931471805599453,1.0,log,0.0,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_0.50
0.2,0.5,0.9527272727272728,1.0,0.9467213114754098,1.0,0.48,1.0,alpha_0.200__r_1.00__score_log,1.2327272727272727,825,825,0.04921296833675208,1.0,log,0.7672727272727272,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_0.50
0.05,1.0,0.9115151515151515,1.0,0.9115151515151515,0.988,0.14666666666666667,,alpha_0.050__r_0.00__score_raw,1.143030303030303,825,825,0.864,0.0,raw,0.8569696969696969,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_1.00
0.1,1.0,0.8957575757575758,1.0,0.8957575757575758,0.9826666666666667,0.02666666666666667,,alpha_0.100__r_0.00__score_raw,1.0666666666666667,825,825,0.28700000000000003,0.0,raw,0.9333333333333333,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_1.00
0.2,1.0,0.9381818181818182,1.0,0.9381818181818182,1.0,0.32,,alpha_0.200__r_0.00__score_raw,1.3042424242424242,825,825,0.028000000000000025,0.0,raw,0.6957575757575758,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_1.00
0.05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,alpha_0.050__r_0.25__score_raw,2.0,825,825,0.5,0.25,raw,0.0,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_1.00
0.1,1.0,0.8957575757575758,1.0,0.8905852417302799,0.9826666666666667,0.02666666666666667,1.0,alpha_0.100__r_0.25__score_raw,1.0666666666666667,825,825,0.33304338689749724,0.25,raw,0.9333333333333333,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_1.00
0.2,1.0,0.9381818181818182,1.0,0.9351145038167938,1.0,0.32,1.0,alpha_0.200__r_0.25__score_raw,1.3042424242424242,825,825,0.048021633141175024,0.25,raw,0.6957575757575758,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_1.00
0.05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,alpha_0.050__r_0.50__score_raw,2.0,825,825,0.5,0.5,raw,0.0,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_1.00
0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,alpha_0.100__r_0.50__score_raw,2.0,825,825,0.5,0.5,raw,0.0,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_1.00
0.2,1.0,0.9381818181818182,1.0,0.9333333333333333,1.0,0.32,1.0,alpha_0.200__r_0.50__score_raw,1.3042424242424242,825,825,0.048021633141175024,0.5,raw,0.6957575757575758,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_1.00
0.05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,alpha_0.050__r_1.00__score_raw,2.0,825,825,0.5,1.0,raw,0.0,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_1.00
0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,alpha_0.100__r_1.00__score_raw,2.0,825,825,0.5,1.0,raw,0.0,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_1.00
0.2,1.0,0.9381818181818182,1.0,0.927246790299572,1.0,0.32,1.0,alpha_0.200__r_1.00__score_raw,1.3042424242424242,825,825,0.048021633141175024,1.0,raw,0.6957575757575758,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_1.00
0.05,1.0,0.9115151515151515,1.0,0.9115151515151515,0.988,0.14666666666666667,,alpha_0.050__r_0.00__score_cp,1.143030303030303,825,825,0.8954740484283712,0.0,cp,0.8569696969696969,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_1.00
0.1,1.0,0.8957575757575758,1.0,0.8957575757575758,0.9826666666666667,0.02666666666666667,,alpha_0.100__r_0.00__score_cp,1.0666666666666667,825,825,0.33304338689749724,0.0,cp,0.9333333333333333,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_1.00
0.2,1.0,0.9381818181818182,1.0,0.9381818181818182,1.0,0.32,,alpha_0.200__r_0.00__score_cp,1.3042424242424242,825,825,0.048021633141175024,0.0,cp,0.6957575757575758,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_1.00
0.05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,alpha_0.050__r_0.25__score_cp,2.0,825,825,0.5,0.25,cp,0.0,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_1.00
0.1,1.0,0.8957575757575758,1.0,0.8905852417302799,0.9826666666666667,0.02666666666666667,1.0,alpha_0.100__r_0.25__score_cp,1.0666666666666667,825,825,0.33304338689749724,0.25,cp,0.9333333333333333,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_1.00
0.2,1.0,0.9381818181818182,1.0,0.9351145038167938,1.0,0.32,1.0,alpha_0.200__r_0.25__score_cp,1.3042424242424242,825,825,0.048021633141175024,0.25,cp,0.6957575757575758,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_1.00
0.05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,alpha_0.050__r_0.50__score_cp,2.0,825,825,0.5,0.5,cp,0.0,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_1.00
0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,alpha_0.100__r_0.50__score_cp,2.0,825,825,0.5,0.5,cp,0.0,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_1.00
0.2,1.0,0.9381818181818182,1.0,0.9333333333333333,1.0,0.32,1.0,alpha_0.200__r_0.50__score_cp,1.3042424242424242,825,825,0.048021633141175024,0.5,cp,0.6957575757575758,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_1.00
0.05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,alpha_0.050__r_1.00__score_cp,2.0,825,825,0.5,1.0,cp,0.0,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_1.00
0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,alpha_0.100__r_1.00__score_cp,2.0,825,825,0.5,1.0,cp,0.0,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_1.00
0.2,1.0,0.9381818181818182,1.0,0.927246790299572,1.0,0.32,1.0,alpha_0.200__r_1.00__score_cp,1.3042424242424242,825,825,0.048021633141175024,1.0,cp,0.6957575757575758,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_1.00
0.05,1.0,0.9115151515151515,1.0,0.9115151515151515,0.988,0.14666666666666667,,alpha_0.050__r_0.00__score_log,1.143030303030303,825,825,1.995100393246085,0.0,log,0.8569696969696969,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_1.00
0.1,1.0,0.8957575757575758,1.0,0.8957575757575758,0.9826666666666667,0.02666666666666667,,alpha_0.100__r_0.00__score_log,1.0666666666666667,825,825,0.33827385856784115,0.0,log,0.9333333333333333,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_1.00
0.2,1.0,0.9381818181818182,1.0,0.9381818181818182,1.0,0.32,,alpha_0.200__r_0.00__score_log,1.3042424242424242,825,825,0.028399474521698,0.0,log,0.6957575757575758,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_1.00
0.05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,alpha_0.050__r_0.25__score_log,2.0,825,825,0.6931471805599453,0.25,log,0.0,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_1.00
0.1,1.0,0.8957575757575758,1.0,0.8905852417302799,0.9826666666666667,0.02666666666666667,1.0,alpha_0.100__r_0.25__score_log,1.0666666666666667,825,825,0.40503028300454935,0.25,log,0.9333333333333333,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_1.00
0.2,1.0,0.9381818181818182,1.0,0.9351145038167938,1.0,0.32,1.0,alpha_0.200__r_0.25__score_log,1.3042424242424242,825,825,0.04921296833675208,0.25,log,0.6957575757575758,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_1.00
0.05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,alpha_0.050__r_0.50__score_log,2.0,825,825,0.6931471805599453,0.5,log,0.0,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_1.00
0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,alpha_0.100__r_0.50__score_log,2.0,825,825,0.6931471805599453,0.5,log,0.0,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_1.00
0.2,1.0,0.9381818181818182,1.0,0.9333333333333333,1.0,0.32,1.0,alpha_0.200__r_0.50__score_log,1.3042424242424242,825,825,0.04921296833675208,0.5,log,0.6957575757575758,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_1.00
0.05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,alpha_0.050__r_1.00__score_log,2.0,825,825,0.6931471805599453,1.0,log,0.0,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_1.00
0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,alpha_0.100__r_1.00__score_log,2.0,825,825,0.6931471805599453,1.0,log,0.0,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_1.00
0.2,1.0,0.9381818181818182,1.0,0.927246790299572,1.0,0.32,1.0,alpha_0.200__r_1.00__score_log,1.3042424242424242,825,825,0.04921296833675208,1.0,log,0.6957575757575758,/kaggle/working/phase2/conformal/anisotropic_strat1_seed2026_test_eval.json,pgd_eps_1.00
0.05,,0.9442424242424242,1.0,0.9442424242424242,0.984,0.5466666666666666,,alpha_0.050__r_0.00__score_raw,1.0278787878787878,825,825,0.6839999999999999,0.0,raw,0.9721212121212122,/kaggle/working/phase2/conformal/isotropic_sigma100_seed2026_test_eval.json,clean
0.1,,0.9684848484848485,1.0,0.9684848484848485,0.9933333333333333,0.72,,alpha_0.100__r_0.00__score_raw,1.0763636363636364,825,825,0.11399999999999999,0.0,raw,0.9236363636363636,/kaggle/working/phase2/conformal/isotropic_sigma100_seed2026_test_eval.json,clean
0.2,,0.983030303030303,1.0,0.983030303030303,0.9986666666666667,0.8266666666666667,,alpha_0.200__r_0.00__score_raw,1.2181818181818183,825,825,0.0040000000000000036,0.0,raw,0.7818181818181819,/kaggle/working/phase2/conformal/isotropic_sigma100_seed2026_test_eval.json,clean
0.05,,1.0,1.0,1.0,1.0,1.0,1.0,alpha_0.050__r_0.25__score_raw,2.0,825,825,0.5,0.25,raw,0.0,/kaggle/working/phase2/conformal/isotropic_sigma100_seed2026_test_eval.json,clean
0.1,,0.9684848484848485,1.0,0.9678615574783683,0.9933333333333333,0.72,1.0,alpha_0.100__r_0.25__score_raw,1.0763636363636364,825,825,0.14816511324865478,0.25,raw,0.9236363636363636,/kaggle/working/phase2/conformal/isotropic_sigma100_seed2026_test_eval.json,clean
